"","hit","worker","seconds","image","age","born","died","findings","group","study","comments"
"341","3ZQA3IO31BRF7A3WJSQHEACEA4SO1F","A2460MAJX0NA82",1042,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F32pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"342","3ZQA3IO31BRF7A3WJSQHEACEA4SO1F","AG0X3PQK2FWQJ",1705,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F32pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","NO FINDINGS"
"343","3TFJJUELSHPLN6OPCRH4OTS2DWOC2O","A32PNTIGJF38XQ",811,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F36pdf.png",6173,"9/25/1964","8/20/1981","myelopathy (intervertebral disc disease)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"344","3TFJJUELSHPLN6OPCRH4OTS2DWOC2O","A2BKLF1MNZ3L4X",1834,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F36pdf.png",6173,"9/25/1964","8/20/1981","myelopathy (intervertebral disc disease)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"345","3TFJJUELSHPLN6OPCRH4OTS2DWOC2O","AYG3MF094634L",43,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F36pdf.png",6173,"9/25/1964","8/20/1981","myelopathy (intervertebral disc disease)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"346","33K3E8REWWVKCJ19J4MSCXQF0E38XO","A2R0YYUAWNT7UD",2684,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F41pdf.png",3913,"12/7/1964","8/25/1975","myocardial degeneration/cardiac hypertrophy (congestive heart failure)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"347","33K3E8REWWVKCJ19J4MSCXQF0E38XO","A149ROBL26JWPJ",450,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F41pdf.png",3913,"12/7/1964","8/25/1975","myocardial degeneration/cardiac hypertrophy (congestive heart failure)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"348","33K3E8REWWVKCJ19J4MSCXQF0E38XO","A32QBXDPHHSTOD",45,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F41pdf.png",3913,"12/7/1964","8/25/1975","myocardial degeneration/cardiac hypertrophy (congestive heart failure)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"349","3QGTX7BCHP2QUWIMMO3AXYWZ6O05ZG","A2R0YYUAWNT7UD",61,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F42pdf.png",4095,"12/7/1964","2/23/1976","focal encephalomalacia (ischemic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"350","3QGTX7BCHP2QUWIMMO3AXYWZ6O05ZG","AZ4NM6ZXTGT0",1300,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F42pdf.png",4095,"12/7/1964","2/23/1976","focal encephalomalcia (ischemic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"351","3QGTX7BCHP2QUWIMMO3AXYWZ6O05ZG","A2VRQML8Q3XYP4",38,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F42pdf.png",4095,"12/7/1964","2/23/1976","focal encephalomalacia (ischemic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"352","3ZFRE2BDQ9EZWF2WSUM5PHNJZM9XZF","ADJ9I7ZBFYFH7",758,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M12pdf.png",5169,"5/24/1964","7/19/1978","fibrosarcoma, maxilla","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"353","3ZFRE2BDQ9EZWF2WSUM5PHNJZM9XZF","A106II2T7YOAZU",58,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M12pdf.png",5169,"5/24/1964","7/19/1978","fibrosarcoma, maxilla","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"354","3ZFRE2BDQ9EZWF2WSUM5PHNJZM9XZF","AOUMYCLO4I993",77,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M12pdf.png",5169,"5/24/1964","7/19/1978","fibrosarcoma, maxilla","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"355","3S1WOPCJFGT0Q06BF3TRDYEM0JMEJ5","A3HSMUPSPOKD0M",48,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M15pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","Findings field blank on folder"
"356","3S1WOPCJFGT0Q06BF3TRDYEM0JMEJ5","A7TP8TTJ88Y0R",61,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M15pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"357","3S1WOPCJFGT0Q06BF3TRDYEM0JMEJ5","A1VWA8PZEGTZ9I",56,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M15pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"358","31MBOZ6PAORROSAXMXZ93PRBJWELCL","A18TCR555RWUZV",1072,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M16pdf.png",3,"6/17/1964","6/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"359","31MBOZ6PAORROSAXMXZ93PRBJWELCL","AJVGW8ZY3SWE4",926,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M16pdf.png",3,"6/17/1964","6/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"360","31MBOZ6PAORROSAXMXZ93PRBJWELCL","A1G94QON7A9K0N",897,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M16pdf.png",3,"6/17/1964","6/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"361","366FYU4PTGPV1KCTXOT3EDEZF8MEK4","A18TCR555RWUZV",1054,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M19pdf.png",1241,"7/5/1964","11/28/1967","myelomalacia (idiopathic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"362","366FYU4PTGPV1KCTXOT3EDEZF8MEK4","A3IA77UHAVA83X",1759,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M19pdf.png",1241,"7/5/1964","11/28/1967","myelomalacia (idiopathic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"363","366FYU4PTGPV1KCTXOT3EDEZF8MEK4","A149ROBL26JWPJ",1916,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M19pdf.png",1241,"7/5/1964","11/28/1967","myelomalacia (idiopathic)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"364","38RHULDV9YFYCP8WIL2XN36MU82IWD","AZ4NM6ZXTGT0",1256,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M20pdf.png",5570,"7/5/1964","10/5/1979","pituitary carcinoma; obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"365","38RHULDV9YFYCP8WIL2XN36MU82IWD","A29374NDYXSCWB",1267,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M20pdf.png",5570,"7/5/1964","10/5/1979","pituitary carcinoma; obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"366","38RHULDV9YFYCP8WIL2XN36MU82IWD","A32QBXDPHHSTOD",786,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M20pdf.png",5570,"7/5/1964","10/5/1979","pituitary carcinoma; obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"367","3QGTX7BCHP2QUWIMMO3AXYWZ6O0Z5A","A2QAIIROYI52KO",76,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M21pdf.png",198,"7/5/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"368","3QGTX7BCHP2QUWIMMO3AXYWZ6O0Z5A","A2460MAJX0NA82",42,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M21pdf.png",198,"7/5/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"369","3QGTX7BCHP2QUWIMMO3AXYWZ6O0Z5A","A1NJ1IJLKAS0Y4",96,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M21pdf.png",198,"7/5/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"370","36BTXXLZ2V8ZWMSVY2QN63OMXBMR44","AR20RBERHIPN8",260,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M26pdf.png",5355,"8/11/1964","4/10/1979","central nervous system disease of undetermined origin","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"371","36BTXXLZ2V8ZWMSVY2QN63OMXBMR44","ADJ9I7ZBFYFH7",100,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M26pdf.png",5355,"8/11/1964","4/10/1979","central nervous system disease of undetermined origin","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"372","36BTXXLZ2V8ZWMSVY2QN63OMXBMR44","A1839Q9KHT9QG2",2741,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M26pdf.png",5355,"8/11/1964","4/10/1979","central nervous system disease of undetermined origin","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","It is a good job."
"373","3Q7TKIAPOTA1TKGBMTUKNV9T4WQLDL","AO0CQ0WT4FT7T",222,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M27pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"374","3Q7TKIAPOTA1TKGBMTUKNV9T4WQLDL","A29374NDYXSCWB",1128,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M27pdf.png",0,"9/17/1966","9/17/1966","","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","no findings"
"375","3Q7TKIAPOTA1TKGBMTUKNV9T4WQLDL","A34WAR0H85FL2K",1632,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M27pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"376","3M67TQBQQHO8UBCQDM0SSLASJZD9AB","A1RX2JBV4VGZ65",593,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M28pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","Both the age and death dates were blank on the sticker."
"377","3M67TQBQQHO8UBCQDM0SSLASJZD9AB","A7TP8TTJ88Y0R",547,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M28pdf.png",0,"8/11/1964","8/11/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"378","3M67TQBQQHO8UBCQDM0SSLASJZD9AB","A34WAR0H85FL2K",1555,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M28pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","death and age fields were blank in the pic"
"379","31J7RYECZLQ71P0Z60APMT8KFZO1LC","A3IA77UHAVA83X",1484,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M33pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","FINDINGS field in the image is blank (no entry) so I've left the field on the HIT blank as well."
"380","31J7RYECZLQ71P0Z60APMT8KFZO1LC","A9IGTAK087DB9",60,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M33pdf.png",1,"9/19/1964","9/20/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"381","31J7RYECZLQ71P0Z60APMT8KFZO1LC","ARLSOH5YMGJGN",1752,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M33pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","NO FINDINGS LISTED"
"382","3XJOUITW8URJ16SL0O2V9LQ9HO1TQ1","A2WQ3ZGXUF5FHO",1337,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M34pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","There were no findings so that is why I left that field blank"
"383","3XJOUITW8URJ16SL0O2V9LQ9HO1TQ1","A2653BIPJKEMRK",129,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M34pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","No findings listed on this label."
"384","3XJOUITW8URJ16SL0O2V9LQ9HO1TQ1","A18TCR555RWUZV",1119,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M34pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"385","3QMELQS6Y5BDB9W9HQJ23180T2SR6P","A32PNTIGJF38XQ",504,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M35pdf.png",2,"9/19/1964","9/21/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"386","3QMELQS6Y5BDB9W9HQJ23180T2SR6P","AIQB7XXL5K2FR",131,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M35pdf.png",2,"9/19/1964","9/21/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"387","3QMELQS6Y5BDB9W9HQJ23180T2SR6P","A2RYRS301XIZZD",219,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M35pdf.png",2,"9/19/1964","9/21/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"388","32W3UF2EZOLVQK3CG50SH8P0XAKC4K","A1TM1ZFU4OIPTD",931,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M37pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"389","32W3UF2EZOLVQK3CG50SH8P0XAKC4K","A1VWA8PZEGTZ9I",90,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M37pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis -1961 strontium-90, dietary","{}"
"390","32W3UF2EZOLVQK3CG50SH8P0XAKC4K","A32QBXDPHHSTOD",30,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M37pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"391","3MZ3TAMYTLNT4TRAJRSR04Y52TNIRA","AR20RBERHIPN8",43,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M38pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"392","3MZ3TAMYTLNT4TRAJRSR04Y52TNIRA","A2653BIPJKEMRK",31,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M38pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"393","3MZ3TAMYTLNT4TRAJRSR04Y52TNIRA","AG0X3PQK2FWQJ",88,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M38pdf.png",115,"9/25/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"394","3BPP3MA3TCK6LQUBIO54TDRE48REL7","A2LCFORIW0NF1S",370,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M39pdf.png",4732,"9/25/1964","9/9/1977","transitional cell carcinoma urinary bladder","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"395","3BPP3MA3TCK6LQUBIO54TDRE48REL7","A1839Q9KHT9QG2",2454,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M39pdf.png",4732,"9/25/1964","9/9/1977","transitional cell carcinoma urinary bladder","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","It is a good job."
"396","3BPP3MA3TCK6LQUBIO54TDRE48REL7","A31O5XYX80XD21",1896,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M39pdf.png",4732,"9/25/1964","9/9/1977","transitional cell carcinoma urinary bladder","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"397","388CL5C1RJNI50LD8PDAEGORWOKHLR","A1NJ1IJLKAS0Y4",98,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M40pdf.png",5358,"9/25/1964","5/28/1979","neurofibrosarcoma (c2 spinal nerve): obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days )","davis-1961 strontium-90, dietary","{}"
"398","388CL5C1RJNI50LD8PDAEGORWOKHLR","A2F0X4LN9N4O4C",124,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M40pdf.png",5358,"9/25/1964","5/28/1979","neurofibrosarcoma (c2 spinal nerve); obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"399","388CL5C1RJNI50LD8PDAEGORWOKHLR","A110KENBXU7SUJ",75,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M40pdf.png",5358,"9/25/1964","5/28/1979","neurofibrosarcoma (c2 spinal nerve); obs: neoplasm was adjacent to bone","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"400","3KTCJ4SCVG1R77IK6CB4M6N9F4E1ME","A3ITZNJQUTIZ4C",116,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M43pdf.png",1123,"12/7/1964","1/4/1968","removed from expt","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"401","3KTCJ4SCVG1R77IK6CB4M6N9F4E1ME","A25CAT0W9W97Z8",247,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M43pdf.png",1123,"12/7/1964","1/4/1968","removed from expt","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"402","3KTCJ4SCVG1R77IK6CB4M6N9F4E1ME","A3RYH6OUH7BJ4Z",46,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M43pdf.png",1123,"12/7/1964","1/4/1968","removed from expt","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"403","3IWA71V4TIGX85ILQPPUSJUOUJE6X1","A20OAY4SB4SERR",71,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M44pdf.png",1095,"12/7/1964","12/7/1967","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"404","3IWA71V4TIGX85ILQPPUSJUOUJE6X1","A1G94QON7A9K0N",1433,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M44pdf.png",1095,"12/7/1964","12/7/1967","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"405","3IWA71V4TIGX85ILQPPUSJUOUJE6X1","ARX0S1CIDJLOX",2058,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M44pdf.png",1095,"12/7/1964","12/7/1967","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","The bottom of the sticker is rolled up, so I can't see the findings field."
"406","38O9DZ0A62NW7PFO20412T0SHAC62P","A1839Q9KHT9QG2",1967,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M45pdf.png",4328,"12/7/1964","10/13/1976","congestive heart failure (ruptured chordae tendinae)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","It is a good job."
"407","38O9DZ0A62NW7PFO20412T0SHAC62P","ABT7QTMIYXYO0",127,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M45pdf.png",4328,"12/7/1964","10/13/1976","congestive heart failure (ruptured chordae tendinae)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"408","38O9DZ0A62NW7PFO20412T0SHAC62P","AIQB7XXL5K2FR",83,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10M45pdf.png",4328,"12/7/1964","10/13/1976","congestive heart failure (ruptured chordae tendinae)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
