"","study","group","age","born","died","findings","autopsy"
"271","2 davis-1961 strontium-90, dietary","01 control","6386","6/25/1966","12/19/1983","cod: osteosarcoma pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOM90%20%231.pdf"
"272","02 davis-1961 strontium-90, dietary","01 control","0","7/2/1966","7/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOM93%20%231.pdf"
"273","02 davis-1961 strontium-90, dietary","01 control","4706","7/2/1966","5/21/1979","cod: undetermined--autolysis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOM94%20%23.pdf"
"274","02 davis-1961 strontium-90, dietary","01 control","0","7/2/1966","7/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOM95%20%231.pdf"
"275","02 davis-1961 strontium-90, dietary","01 control","5948","7/2/1966","10/14/1982","cod: chronic pyelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOM96%20%231.pdf"
"276","02 davis-1961 strontium-90, dietary","01 control","0","8/4/1966","8/4/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOX01%20%231.pdf"
"277","2 davis-1961 strontium-90, dietary","01 control","0","8/4/1966","8/4/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOX02%20%20%231.pdf"
"278","2 davis-1961 strontium-90, dietary","01 control","5874","8/4/1966","9/3/1982","cod: chronic pyelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOX03%20%231.pdf"
"279","2 davis-1961 strontium-90, dietary","01 control","5871","8/4/1966","8/31/1982","cod: metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOX04%20%231.pdf"
"280","2 davis-1961 strontium-90, dietary","01 control","3773","8/4/1966","12/2/1976","cod: transitional cell carcinoma prostatic urethra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000283/DOOY05%20%231.pdf"
"281","4 davis-1963 radium-226, injection","4 0.376 uci/kg total injected (8 semi-monthly injections) 435 days old","0","5/15/1967","5/15/1967","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/R20M67%20%231.pdf"
"282","4 davis-1963 radium-226, injection","4 0.376 uci/kg total injected (8 semi-monthly injections) 435 days old","4241","5/15/1967","12/24/1978","policencephalomalacia (ischemic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/R20M68%20%231.pdf"
"283","4 davis-1963 radium-226, injection","4 0.376 uci/kg total injected (8 semi-monthly injections) 435 days old","2188","5/15/1967","5/11/1973","metastatic osteosarcoma; terminated 1/08/73: osteosarcoma femur; amputation 1/08/73, removed from","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/R20M69%20%231.pdf"
"284","4 davis-1963 radium-226, injection","4 0.376 uci/kg total injected (8 semi-monthly injections) 435 days old","4603","5/15/1967","12/21/1979","metastatic osteosarcoma; terminated 1/08/73: osteosarcoma femur; amputation 1/08/73, removed from","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/R20M70%20%231.pdf"
"285","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5154","11/12/1963","12/22/1977","bilateral pylelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F01%20%231.pdf"
"286","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","11/12/1963","11/12/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F02%20%231.pdf"
"287","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4","12/22/1963","12/26/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F05.pdf"
"288","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4987","12/22/1963","8/17/1977","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F06%20%231.pdf"
"289","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F10%20%231.pdf"
"290","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F11%20%231.pdf"
"291","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5696","3/26/1964","10/30/1979","hyperadrenalcorticism & thromboembolism","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F12%20%231.pdf"
"292","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F13%20%231.pdf"
"293","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/27/1964","3/27/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F18%20%231.pdf"
"294","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/27/1964","3/27/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F19%20%231.pdf"
"295","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4","4/3/1964","4/7/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F25.pdf"
"296","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4669","4/3/1964","1/14/1977","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F26%20%231.pdf"
"297","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2","4/3/1964","4/5/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F27.pdf"
"298","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","10/3/1964","10/3/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F31.pdf"
"299","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4879","9/1/1965","1/10/1979","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F37%20%231.pdf"
"300","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","756","11/6/1965","12/2/1967","bronchopneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20F41%20%231.pdf"
"301","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","11/12/1963","11/12/1963","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M03%20%231.pdf"
"302","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","11/12/1963","11/12/1963","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M04%20%231.pdf"
"303","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","1","12/22/1963","12/23/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M07.pdf"
"304","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","12/22/1963","12/25/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M08.pdf"
"305","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2962","12/22/1963","1/31/1972","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M09%20%231.pdf"
"306","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M14%20%231.pdf"
"307","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M15%20%231.pdf"
"308","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M16%20%231.pdf"
"309","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/26/1964","3/26/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M17.pdf"
"310","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2","3/27/1964","3/29/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M20.pdf"
"311","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","8","3/27/1964","4/4/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M21.pdf"
"312","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3752","3/27/1964","7/5/1974","osteosarcoma 7th thoracic vertebra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M22%20%231.pdf"
"313","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/27/1964","3/27/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M23%20%231.pdf"
"314","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","6092","3/27/1964","11/30/1980","epilepsy","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M24%20%231.pdf"
"315","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2","4/3/1964","4/5/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M28.pdf"
"316","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2","4/3/1964","4/5/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M29.pdf"
"317","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","1","4/3/1964","4/4/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M30.pdf"
"318","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2","10/3/1964","10/5/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M32.pdf"
"319","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5195","10/3/1964","12/24/1978","congestive heart failure (ruptured chordae tendinae)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M33%20%231.pdf"
"320","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","10/3/1964","10/3/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M34.pdf"
"321","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4446","10/3/1964","12/5/1976","aspiration/pneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M35%20%231.pdf"
"322","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","10/3/1964","10/3/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M36%20%231.pdf"
"323","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","9/1/1965","9/1/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M38%20%231.pdf"
"324","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5121","9/1/1965","9/9/1979","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M39%20%231.pdf"
"325","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","9/1/1965","9/1/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000362/S20M40.pdf"
"326","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2353","11/6/1965","4/16/1972","undetermined","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F43%20%231.pdf"
"327","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/18/1966","3/18/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F47%20%231.pdf"
"328","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4468","3/18/1966","6/11/1978","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F48%20%231.pdf"
"329","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","12/2/1966","12/5/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F51.pdf"
"330","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","12/2/1966","12/5/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F52.pdf"
"331","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","12/2/1966","12/5/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F53.pdf"
"332","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","12/2/1966","12/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F54%20%231.pdf"
"333","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/25/1967","3/25/1967","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F60%20%231.pdf"
"334","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3428","3/25/1967","8/12/1976","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F61.pdf"
"335","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5401","3/25/1967","1/6/1982","metastatic transitional cell carcinoma urethra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F62%20%231.pdf"
"336","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","9/30/1967","10/3/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F64.pdf"
"337","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","11","9/30/1967","10/11/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F65.pdf"
"338","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","11","9/30/1967","10/11/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F66.pdf"
"339","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","3","1/28/1968","1/31/1968","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F71.pdf"
"340","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","1","1/28/1968","1/29/1968","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20F72.pdf"
"341","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","11/6/1965","11/6/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M44%20%231.pdf"
"342","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5093","11/6/1965","10/17/1979","enteritis (probably bacterial)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M45%20%231.pdf"
"343","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","2712","11/6/1965","4/10/1973","undetermined","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M46%20%231.pdf"
"344","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","6144","3/18/1966","1/12/1983","myelopathy (intervertebral disc disease)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M49%20%231.pdf"
"345","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/18/1966","3/18/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M50%20%231.pdf"
"346","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","4","12/2/1966","12/6/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M55.pdf"
"347","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","12/2/1966","12/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M56%20%231.pdf"
"348","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","12/2/1966","12/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M57%20%231.pdf"
"349","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","12/2/1966","12/2/1966","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M58%20%231.pdf"
"350","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","5607","12/2/1966","4/9/1982","undetermined","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M59%20%231.pdf"
"351","3 davis-1963 strontium-90, injection","1 3.7 uci/kg quantity injected, 540 days old","0","3/25/1967","3/25/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000363/S20M63.pdf"
