"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"1558","1967-04-11","Experimental Conditions","1421","M","300","0","CUSTODIAL
",NULL,"99","99","10","731","1032"
"1559","1967-04-11","Sacrificed Moribund","4703","M","100","40","CONGESTIVE HEART FAIL.
","control","0","99","4","731","1032"
"1560","1967-04-11","Control Sacrifice","897","M","10","2","SAC.FOR CONTROL MATL.
",NULL,"0","99","1","731","1032"
"1561","1967-04-12","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","403"
"1562","1967-04-12","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","403"
"1563","1967-04-12","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","403"
"1564","1967-04-12","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","403"
"1565","1967-04-12","Transferred","1429","F","6700","0","TRANS.OUTSIDE OF ANL
",NULL,"99","98","4","621","403"
"1566","1967-04-12","Experimental Conditions","1392","M","300","0","CUSTODIAL
",NULL,"99","99","10","621","403"
"1567","1967-04-30","Stillborn","0","F","7300","0","STILLBORN
",NULL,"99","98","2","641","403"
"1568","1967-04-30","Stillborn","0","M","7300","0","CONGENITAL ANOMALY
",NULL,"99","98","2","641","403"
"1569","1967-04-30","Experimental Sacrifice","1409","F","7300","14","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","641","403"
"1570","1967-04-30","Experimental Sacrifice","1236","F","7300","34","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","641","403"
"1571","1967-04-30","Experimental Sacrifice","1410","M","7300","33","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","641","403"
"1572","1967-04-30","Experimental Sacrifice","1409","M","7300","0","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","641","403"
"1573","1967-05-12","Experimental Conditions","2461","F","300","0","CUSTODIAL
",NULL,"99","99","10","1191","1032"
"1574","1967-05-12","Radiation","471","M","2140","33","SEPTICEMIA
","cobalt_chronic","99","6","14","1191","1032"
"1575","1967-05-12","Transferred","81","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","1191","1032"
"1576","1967-05-12","Transferred","82","M","10","0","TRANS.WITHIN ANL
",NULL,"0","99","1","1191","1032"
"1577","1967-05-12","less than 7 days old","1","F","10","0","CARDIAC ANOMALY
",NULL,"0","99","1","1226","1230"
"1578","1967-05-12","Transferred","1399","F","220","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","3","1226","1230"
"1579","1967-05-12","Transferred","1399","F","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1226","1230"
"1580","1967-05-12","Sacrificed Moribund","4171","F","100","42","SUPPURATIVE PNEUMONIA
","control","0","99","4","1226","1230"
"1581","1967-05-20","Sacrificed Moribund","684","M","2210","33","ANEMIA
","cobalt_chronic","5","5","7","1082","1087"
"1582","1967-05-20","Radiation","4132","M","2140","28","VIRUS ENTERITIS
","cobalt_chronic","6","6","14","1082","1087"
"1583","1967-05-20","Euthanized for Non-Conformance","1182","M","10","8","SAC.NON-CONFORMING
",NULL,"0","99","1","1082","1087"
"1584","1967-06-15","Sacrificed Moribund","3786","F","2140","54","MAMMARY CANCINOMA`
","cobalt_chronic","6","6","14","617","1032"
"1585","1967-06-15","Euthanized for Non-Conformance","2721","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","617","1032"
"1586","1967-06-15","Euthanized for Non-Conformance","819","F","10","2","SAC.NON-CONFORMING
",NULL,"0","99","1","617","1032"
"1587","1967-06-15","Euthanized for Disease","335","M","10","34","EUTH.-CULL
",NULL,"0","99","1","617","1032"
"1588","1967-06-15","Age","545","M","10","34","EUTH.-CULL
",NULL,"0","99","1","617","1032"
"1589","1967-06-15","Sacrificed Moribund","36","M","10","0","PNEUMONIA
",NULL,"0","99","1","617","1032"
"1590","1967-06-15","Experimental Conditions","1425","M","300","0","CUSTODIAL
",NULL,"99","99","10","617","1032"
"1591","1967-06-18","less than 7 days old","2","F","10","0","SEPTICEMIA
",NULL,"0","99","1","1253","1092"
"1592","1967-06-18","less than 7 days old","2","F","10","0","SEPTICEMIA
",NULL,"0","99","1","1253","1092"
"1593","1967-06-18","less than 7 days old","2","F","10","0","SEPTICEMIA
",NULL,"0","99","1","1253","1092"
"1594","1967-06-18","less than 7 days old","2","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1253","1092"
"1595","1967-06-18","less than 7 days old","2","M","10","0","RUNT;STARVATION
",NULL,"0","99","1","1253","1092"
"1596","1967-06-26","Sacrificed Moribund","3454","F","100","31","PYOMETRA
","control","0","99","4","1095","73"
"1597","1967-06-26","Radiation","3802","F","2140","48","MULT.METAST.MAMM.TUMOR
","cobalt_chronic","6","6","14","1095","73"
"1598","1967-06-26","Sacrificed Moribund","3034","F","2350","51","MAM.ADENOC.W/WDSPR.MET.
","cobalt_chronic","6","6","8","1095","73"
"1599","1967-06-26","Experimental Sacrifice","1243","F","110","1","SAC.IN COURSE OF EXP.
",NULL,"0","99","5","1095","73"
"1600","1967-06-26","Sacrificed Moribund","4587","M","2140","47","SAC.PERANGL CARC/METAST
","cobalt_chronic","6","6","14","1095","73"
"1601","1967-06-26","Radiation","4796","M","2140","42","RESP.FAIL.LNG.TUMO,PNEU
","cobalt_chronic","6","6","14","1095","73"
"1602","1967-06-26","Euthanized for Non-Conformance","2096","M","210","25","SAC.NON-CONFORMING
",NULL,"0","99","2","1095","73"
"1603","1967-06-26","Sacrificed Moribund","510","M","2140","34","HEM.DIATHESIS
","cobalt_chronic","99","6","14","1095","73"
"1604","1967-06-27","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","231","754"
"1605","1967-06-27","Experimental Sacrifice","1242","F","110","1","SAC.IN COURSE OF EXP.
",NULL,"0","99","5","231","754"
"1606","1967-06-27","Experimental Sacrifice","1238","F","5500","0","CULLED
",NULL,"4","4","0","231","754"
"1607","1967-06-27","Sacrificed Moribund","3475","F","100","43","CARCINOMA, MAMMARY
","control","0","99","4","231","754"
"1608","1967-06-27","less than 7 days old","5","F","10","0","RUNT`
",NULL,"0","99","1","231","754"
"1609","1967-06-27","Experimental Conditions","4238","M","300","0","CIRRHOSIS`
",NULL,"99","99","10","231","754"
"1610","1967-06-27","Sacrificed Moribund","10","M","10","0","RUNT`
",NULL,"0","99","1","231","754"
"1611","1967-06-27","Sacrificed Moribund","3247","M","2140","46","ANGIOSARC.PERITON.HEM.
","cobalt_chronic","6","6","14","231","754"
"1612","1967-07-12","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1176","1032"
"1613","1967-07-12","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1176","1032"
"1614","1967-07-12","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1176","1032"
"1615","1967-07-12","Stillborn","0","M","8400","0","SUFFOCATED`
",NULL,"99","99","14","1176","1032"
"1616","1967-07-12","Experimental Sacrifice","1223","F","5500","0","CULLED
",NULL,"4","4","0","1176","1032"
"1617","1967-07-12","Serial Sacrifice","805","M","2130","34","BONE MARROW APLASIA
","cobalt_chronic","99","0","0","1176","1032"
"1618","1967-07-12","Experimental Conditions","1428","M","300","0","CUSTODIAL
",NULL,"99","99","10","1176","1032"
"1619","1967-07-17","Euthanized for Non-Conformance","1660","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","462","459"
"1620","1967-07-17","Euthanized for Non-Conformance","1660","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","462","459"
"1621","1967-07-17","Euthanized for Non-Conformance","2086","M","210","23","SAC.NON-CONFORMING
",NULL,"0","99","2","462","459"
"1622","1967-08-15","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","495","187"
"1623","1967-08-15","less than 7 days old","1","F","10","0","CONGENITAL ANOMALY
",NULL,"0","99","1","495","187"
"1624","1967-08-15","less than 7 days old","1","F","10","0","SEPTICEMIA
",NULL,"0","99","1","495","187"
"1625","1967-08-15","less than 7 days old","2","F","10","0","PERITONITIS
",NULL,"0","99","1","495","187"
"1626","1967-08-15","less than 7 days old","5","M","10","0","SEPTICEMIA
",NULL,"0","99","1","495","187"
"1627","1967-08-15","less than 7 days old","1","M","10","0","SEPTICEMIA
",NULL,"0","99","1","495","187"
"1628","1967-08-15","less than 7 days old","6","M","10","0","N.S.`
",NULL,"0","99","1","495","187"
"1629","1967-08-28","Radiation","500","F","2140","33","SEPTICEMIA,ANEMIA
","cobalt_chronic","99","6","14","1108","538"
"1630","1967-08-28","Age","4307","F","100","45","CARCINOMA, THYROID
","control","0","99","4","1108","538"
"1631","1967-08-28","Euthanized for Non-Conformance","745","F","10","2","SAC.NON-CONFORMING
",NULL,"0","99","1","1108","538"
"1632","1967-08-28","Sacrificed Moribund","450","F","2140","34","HEM.DIATHESIS,SEPT.
","cobalt_chronic","99","6","14","1108","538"
"1633","1967-08-28","Radiation","552","F","2140","33","SEPTICEMIA,ANEMIA
","cobalt_chronic","99","6","14","1108","538"
"1634","1967-08-28","Euthanized for Disease","0","M","10","0","STILLBORN`
",NULL,"0","99","1","1108","538"
"1635","1967-08-29","Euthanized for Non-Conformance","1617","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","1085","1230"
"1636","1967-08-29","Euthanized for Non-Conformance","1617","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","1085","1230"
"1637","1967-08-29","less than 7 days old","1","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","1085","1230"
"1638","1967-09-05","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","577","1342"
"1639","1967-09-05","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","577","1342"
"1640","1967-09-05","less than 7 days old","0","M","8400","0","RUNT`
",NULL,"99","99","14","577","1342"
"1641","1967-09-05","less than 7 days old","2","F","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","577","1342"
"1642","1967-09-05","less than 7 days old","2","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","577","1342"
"1643","1967-09-12","less than 7 days old","3","M","10","0","INJ.INFLICTED BY DAM
",NULL,"0","99","1","379","1230"
"1644","1967-09-12","less than 7 days old","3","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","379","1230"
"1645","1967-09-12","less than 7 days old","3","M","10","0","INJ.INFLICTED BY DAM
",NULL,"0","99","1","379","1230"
"1646","1967-09-25","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","920","459"
"1647","1967-09-25","Stillborn","0","M","8400","0","RUNT`
",NULL,"99","99","14","920","459"
"1648","1967-09-25","less than 7 days old","1","F","10","0","RUNT`
",NULL,"0","99","1","920","459"
"1649","1967-09-25","Euthanized for Non-Conformance","1590","F","220","0","SAC.NON-CONFORMING`
",NULL,"0","99","3","920","459"
"1650","1967-10-06","Stillborn","0","F","8400","0","RUNT`
",NULL,"99","99","14","576","538"
"1651","1967-10-06","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","576","538"
"1652","1967-10-06","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","576","538"
"1653","1967-10-06","less than 7 days old","2","F","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1654","1967-10-06","less than 7 days old","2","F","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1655","1967-10-06","less than 7 days old","1","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1656","1967-10-06","less than 7 days old","2","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1657","1967-10-06","less than 7 days old","4","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1658","1967-10-06","less than 7 days old","2","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1659","1967-10-06","less than 7 days old","2","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1660","1967-10-06","less than 7 days old","3","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","576","538"
"1661","1967-10-17","Euthanized for Non-Conformance","2689","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","230","73"
"1662","1967-10-17","less than 7 days old","1","F","10","0","RUNT (NEWBORN)`
",NULL,"0","99","1","230","73"
"1663","1967-10-17","less than 7 days old","1","F","10","0","RUNT (NEWBORN)`
",NULL,"0","99","1","230","73"
"1664","1967-10-17","Experimental Sacrifice","1267","F","2840","3","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","5","230","73"
"1665","1967-10-17","Sacrificed Moribund","507","M","2140","34","BONE MARROW,APLASIA`
","cobalt_chronic","99","6","14","230","73"
"1666","1967-10-17","Age","4830","M","100","47","LYMPHOCYTIC LEUKEMIA
","control","0","99","4","230","73"
"1667","1967-10-22","less than 7 days old","0","F","10","0","ENTERITIS (NEWBORN)`
",NULL,"0","99","1","50","234"
"1668","1967-10-22","Accident","24","F","10","17","FROZEN (NEWBORN)`
",NULL,"0","99","1","50","234"
"1669","1967-10-22","Sacrificed Moribund","4193","M","2140","39","ULCER,GASTRITIS`
","cobalt_chronic","6","6","14","50","234"
"1670","1967-10-22","Accident","24","M","10","18","FROZEN (NEWBORN)`
",NULL,"0","99","1","50","234"
"1671","1967-10-22","Experimental Conditions","4335","M","300","0","SAC.CUSTODIAL
",NULL,"99","99","10","50","234"
"1672","1967-10-23","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","621","403"
"1673","1967-10-23","less than 7 days old","1","F","10","0","RUNT`
",NULL,"0","99","1","621","403"
"1674","1967-10-23","less than 7 days old","2","F","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","621","403"
"1675","1967-10-23","Accident","22","F","10","15","FROZEN (NEWBORN)`
",NULL,"0","99","1","621","403"
"1676","1967-10-23","Sacrificed Moribund","3710","F","2350","47","MAM.CARC.MET.ANEMIA
","cobalt_chronic","6","6","8","621","403"
"1677","1967-10-23","Radiation","2425","M","2350","42","SUPP.PNEU;METAS.CALCIF`
","cobalt_chronic","6","6","8","621","403"
"1678","1967-10-23","Radiation","1136","M","2350","63","MYELOGENOUS LEUKEMIA
","cobalt_chronic","6","6","8","621","403"
"1679","1967-10-28","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","394","234"
"1680","1967-10-28","less than 7 days old","4","F","10","0","TRAUMA`
",NULL,"0","99","1","394","234"
"1681","1967-10-28","less than 7 days old","1","M","10","0","SEPTICEMIA (NEWBORN)`
",NULL,"0","99","1","394","234"
"1682","1967-10-28","Sacrificed Moribund","5619","F","2140","41","CHRO NEPH,ADRE CA,MAMM
","cobalt_chronic","6","6","14","731","754"
"1683","1967-10-28","Sacrificed Moribund","518","F","2140","33","HEM.DIATHESIS,SEPT.
","cobalt_chronic","99","6","14","731","754"
"1684","1967-10-28","Radiation","2985","F","2350","39","MASS.TRAUM.INJ.M.MAM.T
","cobalt_chronic","6","6","8","731","754"
"1685","1967-10-28","Sacrificed Moribund","2944","M","2350","43","SQUAM.CELL CARC.JAW
","cobalt_chronic","6","6","8","731","754"
"1686","1967-10-28","Age","5613","M","100","43","CHRO SPOND,MYEL,POST PA
","control","0","99","4","731","754"
"1687","1967-10-28","Radiation","515","M","2140","33","PULM.HEM.EDEM.SEPT.
","cobalt_chronic","99","6","14","731","754"
"1688","1967-10-28","Radiation","605","M","2140","33","HEM.DIATHESIS,SEPT.
","cobalt_chronic","99","6","14","731","754"
"1689","1967-10-28","Accident","18","M","10","19","FROZEN`
",NULL,"0","99","1","731","754"
"1690","1967-10-28","Experimental Sacrifice","1017","M","6000","34","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","731","754"
"1691","1967-11-01","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","342","754"
"1692","1967-11-01","less than 7 days old","2","F","10","0","STARVATION (NEWBORN)`
",NULL,"0","99","1","342","754"
"1693","1967-11-01","Age","61","F","10","0","PNEUMONIA`
",NULL,"0","99","1","342","754"
"1694","1967-11-01","Radiation","4006","M","2140","54","LYMPHOMA
","cobalt_chronic","6","6","14","342","754"
"1695","1967-11-01","less than 7 days old","4","M","10","0","STARVATION`
",NULL,"0","99","1","342","754"
"1696","1967-11-04","less than 7 days old","1","F","10","0","INJ.INFLICTED BY DAM
",NULL,"0","99","1","329","403"
"1697","1967-11-04","Radiation","671","F","2140","0","SEPT. (NO NECROPSY)
","cobalt_chronic","99","6","14","329","403"
"1698","1967-11-04","Sacrificed Moribund","873","F","2350","33","ANEM;BONE MAR.APLASIA`
","cobalt_chronic","99","6","8","329","403"
"1699","1967-11-04","Radiation","3357","F","2140","45","ENDOMETRITIS,PERITON.
","cobalt_chronic","6","6","14","329","403"
"1700","1967-11-04","Radiation","590","M","2140","33","HEM.DIAT.HEMOPERIT.SEPT
","cobalt_chronic","99","6","14","329","403"
"1701","1967-11-04","Sacrificed Moribund","3977","M","100","41","SUPPURATIVE PNEUMONIA
","control","0","99","4","329","403"
"1702","1967-11-04","Radiation","689","M","2140","33","SEPT.CEREBRAL HEMATOMA
","cobalt_chronic","99","6","14","329","403"
"1703","1967-11-15","Euthanized for Non-Conformance","1539","F","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1226","1230"
"1704","1967-11-15","Euthanized for Non-Conformance","1967","F","220","23","SAC.NON-CONFORMING
",NULL,"0","99","3","1226","1230"
"1705","1967-11-15","Euthanized for Non-Conformance","1539","F","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1226","1230"
"1706","1967-11-15","Age","366","M","10","0","SAC.-CULL`
",NULL,"0","99","1","1226","1230"
"1707","1967-11-15","Sacrificed Moribund","73","M","10","0","BRONCHOPNEUMONIA`
",NULL,"0","99","1","1226","1230"
"1708","1967-11-15","Sacrificed Moribund","57","M","10","0","BRONCHOPNEUMONIA`
",NULL,"0","99","1","1226","1230"
"1709","1967-11-20","Radiation","567","F","2140","33","BONE MARROW APLASIA`
","cobalt_chronic","99","6","14","1191","1032"
"1710","1967-11-20","Euthanized for Non-Conformance","2635","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","1191","1032"
"1711","1967-11-20","Euthanized for Non-Conformance","2663","F","2840","0","SAC.NON-CONFORMING
","cobalt_chronic","99","51","5","1191","1032"
"1712","1967-11-20","Experimental Conditions","2270","M","300","0","DETERMINATE
",NULL,"99","99","10","1191","1032"
"1713","1967-11-20","Age","5387","M","100","57","LYMPHOCYT. LYMPHOMA,LIP
","control","0","99","4","1191","1032"
"1714","1967-11-20","Radiation","633","M","2140","33","SEPTICEMIA
","cobalt_chronic","99","6","14","1191","1032"
"1715","1967-12-05","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1082","1087"
"1716","1967-12-05","Age","34","F","10","0","BRONCHOPNEUMONIA`
",NULL,"0","99","1","1082","1087"
